Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
243372132425060,ACLU Utah,ACLU OF UTAH FOUNDATON INC THE,1558,14
111481347291061,PaulAnderson4senate59,Paul Anderson for SD 59 Senate Committee,1557,9
109043270754945,Minnesota Catholic Tribune,Franklin Archer,1557,10
114281503355456,Benjamin Lowe,These ads ran without a disclaimer,1556,7
100204168204802,Anna Albertson for Judge,Committee To Elect Albertson,1556,2
142636415757649,Indiana Disability Rights,Indiana Disability Rights,1556,6
405846206192342,Houston Federation of Teachers,Houston Federation of Teachers,1555,5
107186117710457,Ohioans for Fair Rx Prices,Ohioans for Fair Rx Prices,1555,12
154417911282984,Suncoast Professional Firefighters & Paramedics IAFF Local 2546,Suncoast Professional Firefighters,1553,4
109514374124256,Greg Clausen for Minnesota Senate,Clausen for Senate,1553,20
102406998270920,Count Every Hero,RepresentUs,1553,16
841195999322916,Trey Stewart,Stewart for Senate,1552,17
1216184265096775,Alan Wong,Alan Wong for College Board 2020,1552,5
356426931090906,Senator Jerry Newton,JERRY NEWTON COMMITTEE,1552,4
202832330558944,Harbor Branch Oceanographic Institute Foundation,Harbor Branch Oceanographic Institute Foundation,1551,2
106478007640474,Terri Tapp Hrechkosy for Salt Lake County Council,Terri Tapp Hrechkosy for Salt Lake County Council,1551,6
108812917314369,Kael Weston,WESTON 2020,1550,7
117543260074645,Community Deals For All,Community Deals For All,1549,400
101473504562394,"Sunny Bailey for Family Court Judge, Dept. i",Committee to Elect Sunny Bailey,1547,3
114848270361930,Trumpian Republicans,Republican Nations,1547,25
110616650778771,Jobs for Clearwater,Jobs For Clearwater,1546,2
157402764294444,"Union Mission Ministries, Norfolk","UNION MISSION INC, THE",1546,10
107589980674671,VoteInspired,Rachel E Whalen,1546,28
701402249876965,"City of Auburn, NY - auburnny.gov","City of Auburn, NY",1545,9
2350743765006409,Judge David Gervais,Gervais for Judge,1545,12
1621717078091338,Gene Dornink For Senate,Dornink for Senate,1545,5
105691622840015,Human Rights Foundation (HRF),Human Rights Foundation,1544,14
105463884293922,Kelly Seyarto,Kelly Seyarto for Assembly 2020,1542,2
309072629157350,National Coalition for Infant Health,National Coalition for Infant Health,1541,2
317889865391031,"Representative Betsy Holland, GA House District 54",Betsy Holland for Georgia,1541,88
98912141410,American Forests,American Forests,1541,22
223191577890685,Todd Kaminsky,Kaminsky for New York,1541,4
853871734698509,Lindsey Port for MN State Senate District 56,Lindsey Port for MN,1541,14
114867600162,Coalition to Abolish Slavery and Trafficking,COALITION TO ABOLISH SLAVERY & TRAFFICKI,1540,5
152639512112687,Larry Groh Jr. 2020,Groh 2020,1540,9
104337644377585,Damian Sonsire for County Court Judge,Committee to Elect Damian Sonsire,1539,3
118224043369103,Lauren Boebert: Too Reckless for Colorado,DCCC,1539,4
1721467687891795,Partnership for Conservation,Partnership for Conservation,1537,24
1730884793884881,Sean Elo for San Diego City Council,"Sean Elo for City Council 2020, FPPC ID No: 1421340",1537,12
123087310074,Washington Policy Center,WASHINGTON POLICY CENTER,1536,13
148707865804439,"State House Representative Bonnie Rich, Georgia District 97",Elect Bonnie Rich,1535,3
103817601325974,Chris Ricci for Modesto City Council District 3,Chris Ricci for City Council 2020,1532,9
347948595983,Teachers Association of Long Beach,Teachers Association of Long Beach/ Teachers Active in Politics for Candidates,1531,5
1518912924860085,North County Action,NORTH COUNTY ACTION NETWORK,1530,7
1486786911550436,Montanans For Limited Government,MONTANANS FOR LIMITED GOVERNMENT,1530,4
262577294462322,Kettle Freaks,Kettle Freaks LLC.,1530,21
103034718068007,Pigeon Poolitics,Sassan Yousefi,1530,21
831246867275055,Nebraska Counts,NEBRASKA CIVIC ENGAGEMENT TABLE,1530,4
106274591010485,Elect Jacob Villani for District Court Department 1,Jacob Villani Election Committee,1530,9
832107710207069,Pam Keith FL,Committee to Elect Pam Keith,1529,40
107724480828525,Committee to Elect Judge Percy Lynchard,Committee to Elect Judge Lynchard,1529,15
8382221278,HeadCount,HEAD COUNT INC,1528,22
112271830546292,Dan Grumley for Auburn City Council,Dan Grumley for City Council 2020,1528,16
100376591737837,Leilani for MN Senate,Leilani for Senate,1528,3
331707031806,Mike Kelly for Congress,MIKE KELLY FOR CONGRESS,1526,8
1600300510259910,For Our Future Pennsylvania,FOR OUR FUTURE,1526,16
789546641178807,Brand New Congress,Brand New Congress,1524,15
323521287762659,"Sean Morgan, Chico City Council",Sean Morgan for City Council 2020,1523,15
10522915788,Guayakí Yerba Mate,Steven Zachary Karr,1523,43
104737454676439,Re-elect Judge Franz Zibilich,The Committee to Re-Elect Zibilich,1521,7
708375056271048,The Christendom Curriculum,The Christendom Curriculum,1520,3
255274834522934,Re-elect Lynette Gibson McElhaney for Oakland City Council,Re-Elect Lynette Gibson-McElhaney for City Council 2020,1520,37
249263279310,Frank Luntz,"FIL, Inc. (Frank Luntz)",1520,5
102139978090659,Nicole Acle for Wicomico County Council District 2,"Friends of Nicole Acle; Shannon Brinkley, Treasurer.",1519,17
246050902117776,"Brandon Arrington, Osceola Commissioner District 3",Brandon Arrington Campaign,1518,26
2282923718431239,Kennedy Democrats,Kennedy Democrats,1518,9
164637596937136,AARP Idaho,AARP,1516,7
138141366212571,Gravis Marketing,GRAVIS MARKETING INC.,1515,12
202590841969,Erie City Mission,Erie City Mission,1515,2
104437224678126,Vote on Fees,Voter Approval of Fees,1515,4
477544272999908,Donna Beheydt for Ohio House 69,The Committee to Elect Donna Beheydt,1515,10
694114167320248,Richard Bailey,Richard Bailey for Mayor 2020,1515,10
320245711443951,Morgan Meyer,Morgan Meyer for Texas,1514,4
510682295654796,Idaho Fish & Wildlife Foundation,Idaho Fish & Wildlife Foundation,1514,6
1748269842079602,Colin Parent,Colin Parent for La Mesa City Council 2020,1514,5
240142306105643,Responsible Guam - Michael F.Q. San Nicolas,MICHAEL SAN NICOLAS FOR CONGRESS,1513,15
1496269597272920,Senator Bill Gannon,Gannon for Senate,1512,11
396272447600041,Brent Newsom for Mansfield Mayor,Newsom for Mansfield Mayor,1512,6
201510330492135,Re-elect Noreen Kokoruda,Noreen Kokoruda State Rep,1512,2
107274707294420,Betsy Young,Betsy Young for State Attorney,1510,2
160427944083369,"46th Ward Democrats - Sean Tenner, Committeeman",46th Ward Democrats Committee,1507,8
463095630924391,US Business Funding,Credox,1506,5
1215699268583357,Apex Ohio,Apex Clean Energy,1506,10
650678392210581,Joe O'Reilly for Mesa School Board,Joe O'Reilly for Mesa School Board. Authorized by Joe O'Reilly.,1505,3
120356309367081,Esteban "Steve" Bovo for Mayor of Miami-Dade County,Esteban "Steve" Bovo for Mayor of Miami-Dade County,1505,6
31716813058,United Way of Metropolitan Dallas,These ads ran without a disclaimer,1505,2
102800624641872,Beth Bigham for Ohio House,Committee to Elect Beth Bigham,1504,18
423056308431667,Representative Jake Johnson,Committee to Elect Jake Johnson,1504,4
191687731517,Dr. Raul Ruiz,DR. RAUL RUIZ FOR CONGRESS,1504,28
227535924071462,Animal Petitions,AnimalPetitions.org,1504,10
370627610315820,Barbara Bonarrigo for Volusia County Council - District 4,"Barbara Bonarrigo for Volusia County Council, District 4",1503,10
39258750218,Urban League of Greater Madison,"URBAN LEAGUE OF GREATER MADISON, INC.",1503,11
298259727374367,Dave Lislegard For MN House 6B,Lislegard For House 6B,1502,13
243875378989899,John Brunner,Stand With Liberty ™,1502,22
570331853141386,Friends of Traditional Banking,FRIENDS OF TRADITIONAL BANKING INC,1502,6
141307936556503,Christy Clark - Representative NC House District 98,The Committee to Elect Christy Clark,1501,6
18479402361,No Kid Hungry,No Kid Hungry,1501,86
109966290494892,Wagoner Law Firm,Nicholas Jordan Wagoner,1501,29
172031999557818,Bruce Maloch for Senate,Bruce Maloch for Senate,1501,15
1034959436558654,Clean Air Moms Action,Clean Air Moms Action,1500,5
118622031512497,NYC Mayor's Office of Immigrant Affairs,NYC Mayor's Office of Immigrant Affairs,1500,3
38234604057,PEN America,PEN America with Facebook ad credits,1500,3
104788737563957,"Elizabeth ""Beth"" Vonau, Candidate for Circuit Court Judge",Citizens for Elizabeth Vonau,1500,17
105043554680387,Noah Blom for City Council 2020,Noah Blom for City Council 2020 FPPC #1429394,1500,3
176428355810046,Delaware Division of Public Health - DPH,Delaware Department of Health and Social Services,1500,10
374520129877,ACCE Action,Alliance of Californians for Community Empowerment Action,1500,3
508284072665591,Ricardo "Ricky"  De La Fuente,FLORIDA FOR DE LA FUENTE,1500,2
1046730512074361,Tony Amador for Congress,Tony Amador for Congress,1500,2
80060992758,Center for Food Safety,"CENTER FOR FOOD SAFETY, THE",1500,3
109813334159677,Inland Empire Community Collaborative,IECC,1500,4
108418247595956,Getting it Right,Real Voices Media,1500,16
128938523881097,National Union of Healthcare Workers,National Union of Healthcare Workers,1500,2
110037223791491,Dr. Michelle Au for State Senate,"Dr. Michelle Au for State Senate, Inc.",1500,1
109197454223794,Friends of Carl Heastie,Friends of Carl E. Heastie,1500,14
131412770358922,Colorado Fiscal Institute,Colorado Fiscal Institute,1500,2
43163225096,Idaho Democratic Party,IDAHO STATE DEMOCRATIC PARTY,1500,2
115777632950,Lou Dobbs,HARPERCOLLINS PUBLISHERS L.L.C.,1500,2
1155722127781939,USA Financial & Tax Services,"USA Financial & Tax Services, LLC.",1500,18
101391906600,Live Action News,Live Action News,1500,4
10560089737,The Doe Fund,The Doe Fund,1500,12
1591120767618016,Marcus Goodwin,Marcus Goodwin,1500,2
47712360678,Jobs With Justice,Jobs With Justice,1500,2
110077687260604,Pulkrabek for Iowa,IOWA DEMOCRATIC PARTY,1500,11
555486874658819,Tom O'Mara for Senate,Friends of Tom O'Mara,1500,15
164829338692,Dr. Charles Schwertner,Texans for Charles Schwertner,1500,4
1439322439499211,60 Second Docs Presents,Indigenous Media,1500,4
202288719786161,SC Club for Growth,SC Club For Growth,1499,28
162560317223793,John Macco,Macco for Wisconsin,1499,99
1274746369267915,Le Lion,Le Lion LLC,1499,1
134623524705068,Learning Pod App,The Mackinac Center for Public Policy,1499,2
182658925089088,FINCA,"FINCA INTERNATIONAL, INC.",1498,5
588113904993568,Kai Kahele,KAHELE FOR CONGRESS,1498,12
114780367027779,Chrystine Lawson Villarreal,Chrystine Lawson Villarreal,1498,7
206052849902620,Intermountain Immigration,"Intermountain Immigration, LLC",1498,1
1683528498415078,Drew Phelps for Assembly,Phelps for Assembly 2020,1498,1
175689639923998,City of Erie Government,City of Erie,1497,1
103060408089849,PUSD 2020 Override,Friends Supporting Prescott Unified School District’s Future PAC,1497,45
685467058130434,Blue Cross and Blue Shield of Minnesota,"BCBSM, INC.",1497,8
1533695766904443,Trainwreck,Trainwreck,1496,65
1675621499388517,RI Department of State,RI Department of State's Office,1495,9
110836054071018,Joseph Beaman - Independent Candidate for Jackson County Sheriff - Michigan,Committee to Elect Joseph Beaman Jackson County Sheriff,1492,15
1400371370253041,Eagan Immigration,Eagan Immigration,1491,16
213954166036659,Re-elect State Rep. Pauline Wendzel,Re-Elect Pauline Wendzel,1491,9
497234353782908,Justice Delaware,Samuel Lawrence Guy,1491,27
191563461270081,Kevin Hern,Hern For Congress,1490,12
114485130396677,Patients First USA,Patients First USA,1490,7
105443641021788,Jerry Relph for Senate,Relph for MN Senate,1490,4
101831013191301,The California Coast,California Coastal Commission Public Education Program,1489,6
102470634497097,Stand With The Badge,Stand With The Badge,1488,7
192609620649,The University of Chicago,The University of Chicago,1487,337
251541242654366,Phony Phil PAC,Michael John Cirillo,1487,12
399366360669553,Jamaal Bowman for Congress,Bowman For Congress,1487,162
224058138586,Greater Fort Lauderdale Alliance,Broward Alliance / DBA Greater Fort Lauderdale Alliance,1487,4
246352362112308,Why Courts Matter- Pennsylvania,KEYSTONE RESEARCH CENTER INC,1487,17
25749319177,ACLUOhio,"AMERICAN CIVIL LIBERTIES UNION OF OHIO FOUNDATION, INC., THE",1487,5
14038292386,Women for Women International,WOMEN FOR WOMEN INTERNATIONAL,1486,7
109774654107757,Sauucee,Sauucee,1486,44
106979577798699,Linc Amuse,These ads ran without a disclaimer,1485,38
19622284141,"Round Rock, Texas – City Government",City of Round Rock,1485,4
185125328581660,Joe Emrick,Committee to Elect Joe Emrick,1484,3
156802024655451,Colorado Care Workers Unite,Colorado Care Workers Unite,1483,6
154894841387125,Keep America American,Keep America American,1483,3
130434487619538,Shireen Ghorbani,Shireen Ghorbani for Salt Lake County Council At-Large,1483,29
155906621781316,Selma Pierce,Friends of Selma Pierce,1483,8
105017007972959,David Canon,Friends of David Canon,1483,14
140471979488965,Paul Bettencourt,Friends of Paul Bettencourt,1483,11
108580917388075,Chris Victory for District Judge,Committee to Elect Chris Victory,1483,15
100470871794623,Matt McDaniel for Chugach Board,Matt McDaniel for Chugach,1482,22
162599893848,Texas Public Charter Schools Association,Texas Charter Schools Association,1482,23
816731148427869,Ballad Health,Ballad Health,1481,1
109028667322397,John Jacob For State Representative,John Jacob for State Representative,1480,35
108834660952162,Liberty Strong,Jae W Seo,1480,43
549583848872535,Pennsylvania House Republican Campaign Committee,Pennsylvania House Republican Campaign Committee,1478,18
664036890594327,Bill Johnson for House,Bill Johnson for House,1478,14
106204621230673,Tactical Community,Empowerment Tactics LLC,1476,19
187518851281448,Michigan House Democrats,Michigan House of Representatives - Democratic Caucus,1476,7
108058252934,Protect San Jose,San Jose Police Officers' Association,1476,1
601095660547866,Thomas 4 Council,Charles Thomas for Carson City Council,1476,16
106239800894360,Suzanne Kugler for State Representative,Suzanne Kugler for State Representative,1475,7
155952687788060,Orleans Parish Prison Reform Coalition (OPPRC),Sadersierra Dumas,1474,11
206360852734005,New Mexico Wilderness Alliance,New Mexico Wilderness Alliance,1474,7
961604387211348,Ami Wazlawik for State Representative - 38B,Wazlawik Volunteer Committee,1474,4
22189231699,PublicAffairs,"Hachette Book Group, Inc.",1473,8
452389134919244,Julie Alexander,Julie Alexander for State Representative,1472,7
511235549007985,PRJKT RUBY,These ads ran without a disclaimer,1472,10
101576624784862,Terry Burgess for State Representative District 113,Terry Burgess,1472,38
410716949410054,Mark Batinick,Mark A Batinick,1471,11
478231685606880,Carmichael for Kansas,"John Carmichael for State Representative, Margaret Mathewson, Treasurer",1471,2
111627923708276,Antwan Phillips for Little Rock City Director,Friends for Antwan Phillips,1470,7
276446475782587,State Representative Tami Zawistowski,Tami Z 2020,1470,3
111202557161633,Austin Asian Communities Civic Coalition,Austin Asian Complete Count Committee,1468,24
85945492130,EnergyBoom,Energy Media,1465,13
350214962152736,Justice Watch With Attorney Zulu Ali,Zulu  Abdullah  Ali,1465,6
245741028804051,Barbara Sinatra Center,Barbara Sinatra Children's Center,1464,12
300879470268608,Connecticut HDCC,HMC,1464,8
103911824657671,Health Insurance,SmartSites,1463,630
2138174896406024,Chase Turner for State Rep HD38,Vote Chase Turner Committee,1463,8
81363295697,Detroit Regional Chamber,Detroit Regional Chamber,1463,11
258122005141,The Climate Center,The Climate Center,1463,16
104326511192078,Begay for Justice,Begay for Justice,1462,24
281092325369257,Elect Vince Leach,Vince Leach for Senate,1462,3
103952027947204,John Damoose for State Representative,Committee to Elect John Damoose for State Representative,1462,12
279201999287923,Jeff Reichman for Iowa Senate,Reichman for Senate,1461,5
508977649155467,Americans4Work,Americans4Work,1460,3
104905491126985,Erik Smith for State Representative,Smith for Milford,1460,1
106051754332151,Jeanine McGee for State Rep,Friends of Jeanine McGee,1460,8
1888010847884501,Connie Cobb Madsen  Racine County Register of Deeds,Friends to Elect Connie Cobb Madsen,1459,8
